CRN,Campus Description,Course Title,Subject Course,Faculty Name,Course Description,Term,Begin Time,End Time,Days,Prerequisites
40742,"Silicon Valley, CA",Natural Language Processing,CS6120,"Ni, Karl","Provides an introduction to the computational modeling of human language, the ongoing effort to create computer programs that can communicate with people in natural language, and current applications of the natural language field, such as automated document classification, intelligent query processing, and information extraction. Topics include computational models of grammar and automatic parsing, statistical language models and the analysis of large text corpuses, natural language semantics and programs that understand language, models of discourse structure, and language use by intelligent agents. Course work includes formal and mathematical analysis of language models, and implementation of working programs that analyze and interpret natural language text.",Spring 2025,1600,1920,Thursday,[]
41327,Boston,Natural Language Processing,CS6120,"Tahmasebi Maraghoosh, Amir","Provides an introduction to the computational modeling of human language, the ongoing effort to create computer programs that can communicate with people in natural language, and current applications of the natural language field, such as automated document classification, intelligent query processing, and information extraction. Topics include computational models of grammar and automatic parsing, statistical language models and the analysis of large text corpuses, natural language semantics and programs that understand language, models of discourse structure, and language use by intelligent agents. Course work includes formal and mathematical analysis of language models, and implementation of working programs that analyze and interpret natural language text.",Spring 2025,1800,2120,Thursday,[]
41830,Online,Natural Language Processing,CS6120,"Ahmad, Uzair","Provides an introduction to the computational modeling of human language, the ongoing effort to create computer programs that can communicate with people in natural language, and current applications of the natural language field, such as automated document classification, intelligent query processing, and information extraction. Topics include computational models of grammar and automatic parsing, statistical language models and the analysis of large text corpuses, natural language semantics and programs that understand language, models of discourse structure, and language use by intelligent agents. Course work includes formal and mathematical analysis of language models, and implementation of working programs that analyze and interpret natural language text.",Spring 2025,,,,[]
31163,Boston,Machine Learning,CS6140,"Elhamifar, Ehsan","Provides a broad look at a variety of techniques used in machine learning and data mining, and also examines issues associated with their use. Topics include algorithms for supervised learning including decision tree induction, artificial neural networks, instance-based learning, probabilistic methods, and support vector machines; unsupervised learning; and reinforcement learning. Also covers computational learning theory and other methods for analyzing and measuring the performanceof learning algorithms. Course work includes a programming term project.",Spring 2025,0950,1130,"Tuesday, Friday","[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5800'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '7800'}]"
41642,"Seattle, WA",Algorithms,CS5800,"Bonaci, Tamara","Presents the mathematical techniques used for the design and analysis of computer algorithms. Focuses on algorithmic design paradigms and techniques for analyzing the correctness, time, and space complexity of algorithms. Topics may include asymptotic notation, recurrences, loop invariants, Hoare triples, sorting and searching, advanced data structures, lower bounds, hashing, greedy algorithms, dynamic programming, graph algorithms, and NP-completeness.",Spring 2025,1000,1320,Monday,[]
35472,Online,Building Game Engines,CS5850,"Sajnovsky, Ryon","Discusses the components of game engines and strategies for their software implementation. Includes graphics management algorithms (animation, scene graph, level of detail); basic artificial intelligence algorithms (search, decision making, sensing); and related algorithmic issues (networking, threading, input processing). Explores the use of data-driven software design. Offers students an opportunity to use a rendering engine and to build and integrate several software components to create a complete game engine. Requires students to work on individual assignments and then develop a project in a team, which requires a report. Offers students an opportunity to learn team/project management; work division; team communication; and the software development cycle of implementation, testing, critique, and further iteration. Requires knowledge of computer graphics, differential calculus, operating systems concepts, and algorithms. Section information text: Eligible for Vancouver campus/programs.",Spring 2025,,,,[]
40573,Online,Topics: Capstone,CS5963,"Cantrell, Gary","Offers students an opportunity to learn about timely issues, develop new skills, or explore areas of broad interest in an immersive, short-course format. Content and instructors vary by offering.",Spring 2025,,,,[]
41695,Boston,Projects for Professionals,CS5964,"Fields, David","Offers students an applied project setting in which to apply their curricular learning. Working with a sponsor, students refine an applied research topic, perform research, develop recommendations that are shared with a partner sponsor, and create a plan for implementing their recommendations. Seeks to benefit students with a curriculum that supports the development of key business communication skills, project and client management skills, and frameworks for business analysis. Offers students an opportunity to learn from sponsor feedback, review 'lessons learned,' and incorporate suggestions from this review to improve and further develop their career development and professional plan. May be repeated twice. Section information text: Will meet in the Burnes Center, 271 Huntington, Suite 200",Spring 2025,1000,1400,Friday,[]
35650,Boston,Natural Language Processing,CS6120,"Tahmasebi Maraghoosh, Amir","Provides an introduction to the computational modeling of human language, the ongoing effort to create computer programs that can communicate with people in natural language, and current applications of the natural language field, such as automated document classification, intelligent query processing, and information extraction. Topics include computational models of grammar and automatic parsing, statistical language models and the analysis of large text corpuses, natural language semantics and programs that understand language, models of discourse structure, and language use by intelligent agents. Course work includes formal and mathematical analysis of language models, and implementation of working programs that analyze and interpret natural language text.",Spring 2025,1800,2120,Tuesday,[]
40743,"Silicon Valley, CA",Machine Learning,CS6140,"Toutiaee, Mohammadhossein","Provides a broad look at a variety of techniques used in machine learning and data mining, and also examines issues associated with their use. Topics include algorithms for supervised learning including decision tree induction, artificial neural networks, instance-based learning, probabilistic methods, and support vector machines; unsupervised learning; and reinforcement learning. Also covers computational learning theory and other methods for analyzing and measuring the performanceof learning algorithms. Course work includes a programming term project.",Spring 2025,1500,1820,Monday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5800'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '7800'}]"
40744,"Vancouver, Canada",Machine Learning,CS6140,"Mohan, Aanchan","Provides a broad look at a variety of techniques used in machine learning and data mining, and also examines issues associated with their use. Topics include algorithms for supervised learning including decision tree induction, artificial neural networks, instance-based learning, probabilistic methods, and support vector machines; unsupervised learning; and reinforcement learning. Also covers computational learning theory and other methods for analyzing and measuring the performanceof learning algorithms. Course work includes a programming term project.",Spring 2025,1045,1245,Tuesday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5800'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '7800'}]"
41227,"Miami, FL",Machine Learning,CS6140,"LANCEWICKI, TOMER","Provides a broad look at a variety of techniques used in machine learning and data mining, and also examines issues associated with their use. Topics include algorithms for supervised learning including decision tree induction, artificial neural networks, instance-based learning, probabilistic methods, and support vector machines; unsupervised learning; and reinforcement learning. Also covers computational learning theory and other methods for analyzing and measuring the performanceof learning algorithms. Course work includes a programming term project.",Spring 2025,1800,2120,Monday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5800'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '7800'}]"
31298,Boston,Information Retrieval,CS6200,"Smith, David","Provides an introduction to information retrieval systems and different approaches to information retrieval. Topics covered include evaluation of information retrieval systems; retrieval, language, and indexing models; file organization; compression; relevance feedback; clustering; distributed retrieval and metasearch; probabilistic approaches to information retrieval; Web retrieval; filtering, collaborative filtering, and recommendation systems; cross-language IR; multimedia IR; and machine learning for information retrieval.",Spring 2025,1450,1630,Thursday,[]
40648,"Seattle, WA",Information Retrieval,CS6200,"Sushmita, Shanu","Provides an introduction to information retrieval systems and different approaches to information retrieval. Topics covered include evaluation of information retrieval systems; retrieval, language, and indexing models; file organization; compression; relevance feedback; clustering; distributed retrieval and metasearch; probabilistic approaches to information retrieval; Web retrieval; filtering, collaborative filtering, and recommendation systems; cross-language IR; multimedia IR; and machine learning for information retrieval.",Spring 2025,1100,1420,Monday,[]
34291,Online,Machine Learning,CS6140,"Ahmad, Uzair","Provides a broad look at a variety of techniques used in machine learning and data mining, and also examines issues associated with their use. Topics include algorithms for supervised learning including decision tree induction, artificial neural networks, instance-based learning, probabilistic methods, and support vector machines; unsupervised learning; and reinforcement learning. Also covers computational learning theory and other methods for analyzing and measuring the performanceof learning algorithms. Course work includes a programming term project.",Spring 2025,,,,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5800'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '7800'}]"
40575,"Portland, Maine",Machine Learning,CS6140,"Talaei Khoei, Tala","Provides a broad look at a variety of techniques used in machine learning and data mining, and also examines issues associated with their use. Topics include algorithms for supervised learning including decision tree induction, artificial neural networks, instance-based learning, probabilistic methods, and support vector machines; unsupervised learning; and reinforcement learning. Also covers computational learning theory and other methods for analyzing and measuring the performanceof learning algorithms. Course work includes a programming term project.",Spring 2025,1300,1620,Thursday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5800'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '7800'}]"
40596,"Arlington, VA",Machine Learning,CS6140,"Socha, Katherine","Provides a broad look at a variety of techniques used in machine learning and data mining, and also examines issues associated with their use. Topics include algorithms for supervised learning including decision tree induction, artificial neural networks, instance-based learning, probabilistic methods, and support vector machines; unsupervised learning; and reinforcement learning. Also covers computational learning theory and other methods for analyzing and measuring the performanceof learning algorithms. Course work includes a programming term project.",Spring 2025,1130,1450,Thursday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5800'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '7800'}]"
40646,"Seattle, WA",Machine Learning,CS6140,"Sushmita, Shanu","Provides a broad look at a variety of techniques used in machine learning and data mining, and also examines issues associated with their use. Topics include algorithms for supervised learning including decision tree induction, artificial neural networks, instance-based learning, probabilistic methods, and support vector machines; unsupervised learning; and reinforcement learning. Also covers computational learning theory and other methods for analyzing and measuring the performanceof learning algorithms. Course work includes a programming term project.",Spring 2025,1100,1420,Friday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5800'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '7800'}]"
40647,"Seattle, WA",Machine Learning,CS6140,"Hu, Yifan","Provides a broad look at a variety of techniques used in machine learning and data mining, and also examines issues associated with their use. Topics include algorithms for supervised learning including decision tree induction, artificial neural networks, instance-based learning, probabilistic methods, and support vector machines; unsupervised learning; and reinforcement learning. Also covers computational learning theory and other methods for analyzing and measuring the performanceof learning algorithms. Course work includes a programming term project.",Spring 2025,0910,1230,Thursday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5800'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '7800'}]"
31689,Boston,Compilers,CS6410,"Lerner, Benjamin","Expects each student to write a small compiler. Topics include parser generation, abstract syntax trees, symbol tables, type checking, generation of intermediate code, simple code improvement, register allocation, run-time structures, and code generation.",Spring 2025,1450,1630,"Monday, Wednesday","[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5400'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '7400'}]"
40651,"Seattle, WA",Advanced Software Development,CS6510,"Skoteiniotis, Therapon","Designed to integrate academic concepts and practical experience of software design by having students work as part of a programming team, with an option to lead a subteam. Offers students an opportunity to study, in-depth, some aspects of the development process. The goal is to have students participate in a large-scale project, taking time to reflect and analyze the work and the process, rather than concentrating exclusively on the final product. Students who do not meet course prerequisites may seek permission of instructor.",Spring 2025,1800,2120,Monday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5004'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5010'}, {'and_or': 'And', 'subject': 'Computer Science', 'course_number': '5500'}]"
35651,Online,Fundamentals of Cloud Computing,CS6620,"Aibin, Michal","Covers fundamentals of cloud computing, including virtualization and containers, distributed file systems and object stores, infrastructure as a service platforms, open source cloud platforms, key big data platforms, and topics in data center scale systems. Combines classroom material delivered via lectures, readings from literature, student presentations, and a semester-long software project.",Spring 2025,,,,[]
40652,"Seattle, WA",Fundamentals of Cloud Computing,CS6620,"Mullen, Anthony","Covers fundamentals of cloud computing, including virtualization and containers, distributed file systems and object stores, infrastructure as a service platforms, open source cloud platforms, key big data platforms, and topics in data center scale systems. Combines classroom material delivered via lectures, readings from literature, student presentations, and a semester-long software project.",Spring 2025,1400,1720,Monday,[]
40653,"Seattle, WA",Fundamentals of Cloud Computing,CS6620,"Mullen, Anthony","Covers fundamentals of cloud computing, including virtualization and containers, distributed file systems and object stores, infrastructure as a service platforms, open source cloud platforms, key big data platforms, and topics in data center scale systems. Combines classroom material delivered via lectures, readings from literature, student presentations, and a semester-long software project.",Spring 2025,1000,1320,Wednesday,[]
37150,Online,Data Mining Techniques,CS6220,"Arunagiri, Sara","Covers various aspects of data mining, including classification, prediction, ensemble methods, association rules, sequence mining, and cluster analysis. The class project involves hands-on practice of mining useful knowledge from a large data set. Section information text: Eligible for Vancouver campus/programs",Spring 2025,,,,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5800'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '7800'}]"
40649,"Seattle, WA",Data Mining Techniques,CS6220,"Hu, Yifan","Covers various aspects of data mining, including classification, prediction, ensemble methods, association rules, sequence mining, and cluster analysis. The class project involves hands-on practice of mining useful knowledge from a large data set.",Spring 2025,1300,1620,Thursday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5800'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '7800'}]"
40745,"Silicon Valley, CA",Data Mining Techniques,CS6220,"Toutiaee, Mohammadhossein","Covers various aspects of data mining, including classification, prediction, ensemble methods, association rules, sequence mining, and cluster analysis. The class project involves hands-on practice of mining useful knowledge from a large data set.",Spring 2025,1500,1820,Wednesday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5800'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '7800'}]"
40650,"Seattle, WA",Large-Scale Parallel Data Processing,CS6240,"Chaudhary, Divya","Covers big-data analysis techniques that scale out with increasing number of compute nodes, e.g., for cloud computing. Emphasizes approaches for problem and data partitioning that distribute work effectively, while keeping total cost for computation and data transfer low. Studies and analyzes deterministic and random algorithms from a variety of domains, including graphs, data mining, linear algebra, and information retrieval in terms of their cost, scalability, and robustness against skew. Course work emphasizes hands-on programming experience with modern state-of-the-art big-data processing technology. Students who do not meet course prerequisites may seek permission of instructor.",Spring 2025,1230,1550,Wednesday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5800'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '7800'}, {'and_or': 'Or', 'subject': 'Electrical and Comp Engineerng', 'course_number': '7205'}]"
37057,Boston,Empirical Research Methods,CS6350,"Saha, Abir","Presents an overview of methods for conducting empirical research within computer science. These methods help provide objective answers to questions about the usability, effectiveness, and acceptability of systems. The course covers the basics of the scientific method, building from a survey of objective measures to the fundamentals of hypothesis testing using relatively simple research designs, and on to more advanced research designs and statistical methods. The course also includes a significant amount of fieldwork, spanning the design, conduct, and presentation of small empirical studies.",Spring 2025,1145,1325,"Monday, Thursday",[]
40746,"Silicon Valley, CA",Fundamentals of Cloud Computing,CS6620,"Cheng, Zhuoqun","Covers fundamentals of cloud computing, including virtualization and containers, distributed file systems and object stores, infrastructure as a service platforms, open source cloud platforms, key big data platforms, and topics in data center scale systems. Combines classroom material delivered via lectures, readings from literature, student presentations, and a semester-long software project.",Spring 2025,1700,2020,Friday,[]
40747,"Vancouver, Canada",Fundamentals of Cloud Computing,CS6620,"Aibin, Michal","Covers fundamentals of cloud computing, including virtualization and containers, distributed file systems and object stores, infrastructure as a service platforms, open source cloud platforms, key big data platforms, and topics in data center scale systems. Combines classroom material delivered via lectures, readings from literature, student presentations, and a semester-long software project.",Spring 2025,1730,1930,Thursday,[]
41741,"Seattle, WA",Fundamentals of Cloud Computing,CS6620,"Mishra, Aditya","Covers fundamentals of cloud computing, including virtualization and containers, distributed file systems and object stores, infrastructure as a service platforms, open source cloud platforms, key big data platforms, and topics in data center scale systems. Combines classroom material delivered via lectures, readings from literature, student presentations, and a semester-long software project.",Spring 2025,1000,1320,Wednesday,[]
39808,Boston,Operating Systems Implementation,CS6640,"Tan, Cheng","Introduces concepts of OS kernels. Discusses the design and implementation of today's OS kernel components, such as process abstraction, virtual memory module, and file systems. Offers students an opportunity to obtain hands-on experience in building these components step-by-step through a series of assignments on a state-of-the-art hardware platform and to implement their own OS kernels that can run on bare-metal machines.",Spring 2025,1800,2120,Monday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '3650'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5600'}]"
37840,Online,Building Scalable Distributed Systems,CS6650,"Saripalli, Kanaka","Covers the essential elements of distributed, concurrent systems and builds upon that knowledge with engineering principles and practical experience with state-of-the-art technologies and methods for building scalable systems. Scalability is an essential quality of internet-facing systems and requires specialized skills and knowledge to build systems that scale at low cost.",Spring 2025,,,,[]
40654,"Seattle, WA",Building Scalable Distributed Systems,CS6650,"Rajpal, Vishal","Covers the essential elements of distributed, concurrent systems and builds upon that knowledge with engineering principles and practical experience with state-of-the-art technologies and methods for building scalable systems. Scalability is an essential quality of internet-facing systems and requires specialized skills and knowledge to build systems that scale at low cost.",Spring 2025,1800,2120,Friday,[]
40748,"Vancouver, Canada",Building Scalable Distributed Systems,CS6650,"Coady, Monica","Covers the essential elements of distributed, concurrent systems and builds upon that knowledge with engineering principles and practical experience with state-of-the-art technologies and methods for building scalable systems. Scalability is an essential quality of internet-facing systems and requires specialized skills and knowledge to build systems that scale at low cost.",Spring 2025,1300,1500,Thursday,[]
41478,"Seattle, WA",Building Scalable Distributed Systems,CS6650,"Phipps, Geoffrey","Covers the essential elements of distributed, concurrent systems and builds upon that knowledge with engineering principles and practical experience with state-of-the-art technologies and methods for building scalable systems. Scalability is an essential quality of internet-facing systems and requires specialized skills and knowledge to build systems that scale at low cost.",Spring 2025,1000,1320,Wednesday,[]
40749,"Vancouver, Canada","Privacy, Security, and Usability",CS6760,"Schmidt, Logan","Challenges conventional wisdom and encourages students to discover ways that security, privacy, and usability can be made synergistic in system design. Usability and security are widely seen as two antagonistic design goals for complex computer systems. Topics include computer forensics, network forensics, user interface design, backups, logging, economic factors affecting adoption of security technology, trust management, and related public policy. Uses case studies such as PGP, S/MIME, and SSL. Introduces basic cryptography and hash function as it is needed. Course work includes analysis of papers, problem sets, and a substantial term project.",Spring 2025,1515,1715,Wednesday,[]
38194,"No campus, no room needed",Co-op Work Experience - Half-Time,CS6954,"Cengic, Smajl",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
38195,"No campus, no room needed",Co-op Work Experience - Half-Time,CS6954,"Celestine, Thea",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
38196,"No campus, no room needed",Co-op Work Experience - Half-Time,CS6954,"Vander Laan, Kathleen",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
38512,"No campus, no room needed",Co-op Work Experience - Half-Time,CS6954,"Ross, Jennifer",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
38513,"No campus, no room needed",Co-op Work Experience - Half-Time,CS6954,"Stimac, Emily",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
38514,"No campus, no room needed",Co-op Work Experience - Half-Time,CS6954,"Odama, Natasha",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
38515,"No campus, no room needed",Co-op Work Experience - Half-Time,CS6954,"Bradley, Meghan",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
38516,"No campus, no room needed",Co-op Work Experience - Half-Time,CS6954,"Smith, Amy",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
38201,"No campus, no room needed",Co-op Work Experience Abroad - Half-Time,CS6955,"Cengic, Smajl",Provides eligible students with an opportunity for work experience abroad. May be repeated once.,Spring 2025,,,,[]
38202,"No campus, no room needed",Co-op Work Experience Abroad - Half-Time,CS6955,"Celestine, Thea",Provides eligible students with an opportunity for work experience abroad. May be repeated once.,Spring 2025,,,,[]
38203,"No campus, no room needed",Co-op Work Experience Abroad - Half-Time,CS6955,"Vander Laan, Kathleen",Provides eligible students with an opportunity for work experience abroad. May be repeated once.,Spring 2025,,,,[]
38517,"No campus, no room needed",Co-op Work Experience Abroad - Half-Time,CS6955,"Ross, Jennifer",Provides eligible students with an opportunity for work experience abroad. May be repeated once.,Spring 2025,,,,[]
38518,"No campus, no room needed",Co-op Work Experience Abroad - Half-Time,CS6955,"Stimac, Emily",Provides eligible students with an opportunity for work experience abroad. May be repeated once.,Spring 2025,,,,[]
38519,"No campus, no room needed",Co-op Work Experience Abroad - Half-Time,CS6955,"Odama, Natasha",Provides eligible students with an opportunity for work experience abroad. May be repeated once.,Spring 2025,,,,[]
38520,"No campus, no room needed",Co-op Work Experience Abroad - Half-Time,CS6955,"Bradley, Meghan",Provides eligible students with an opportunity for work experience abroad. May be repeated once.,Spring 2025,,,,[]
38521,"No campus, no room needed",Co-op Work Experience Abroad - Half-Time,CS6955,"Smith, Amy",Provides eligible students with an opportunity for work experience abroad. May be repeated once.,Spring 2025,,,,[]
38524,"No campus, no room needed",Co-op Work Experience,CS6964,"Odama, Natasha",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
38525,"No campus, no room needed",Co-op Work Experience,CS6964,"Bradley, Meghan",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
38526,"No campus, no room needed",Co-op Work Experience,CS6964,"Smith, Amy",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
39133,"No campus, no room needed",Co-op Work Experience,CS6964,"Smith, Amanda",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
38200,"No campus, no room needed",Co-op Work Experience Abroad,CS6965,"Cengic, Smajl",Provides eligible students with an opportunity for work experience abroad. May be repeated without limit.,Spring 2025,,,,[]
38197,"No campus, no room needed",Co-op Work Experience,CS6964,"Cengic, Smajl",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
38198,"No campus, no room needed",Co-op Work Experience,CS6964,"Celestine, Thea",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
38199,"No campus, no room needed",Co-op Work Experience,CS6964,"Vander Laan, Kathleen",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
38522,"No campus, no room needed",Co-op Work Experience,CS6964,"Ross, Jennifer",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
38523,"No campus, no room needed",Co-op Work Experience,CS6964,"Stimac, Emily",Provides eligible students with an opportunity for work experience. May be repeated without limit.,Spring 2025,,,,[]
38204,"No campus, no room needed",Co-op Work Experience Abroad,CS6965,"Celestine, Thea",Provides eligible students with an opportunity for work experience abroad. May be repeated without limit.,Spring 2025,,,,[]
38205,"No campus, no room needed",Co-op Work Experience Abroad,CS6965,"Vander Laan, Kathleen",Provides eligible students with an opportunity for work experience abroad. May be repeated without limit.,Spring 2025,,,,[]
38527,"No campus, no room needed",Co-op Work Experience Abroad,CS6965,"Ross, Jennifer",Provides eligible students with an opportunity for work experience abroad. May be repeated without limit.,Spring 2025,,,,[]
38528,"No campus, no room needed",Co-op Work Experience Abroad,CS6965,"Stimac, Emily",Provides eligible students with an opportunity for work experience abroad. May be repeated without limit.,Spring 2025,,,,[]
38529,"No campus, no room needed",Co-op Work Experience Abroad,CS6965,"Odama, Natasha",Provides eligible students with an opportunity for work experience abroad. May be repeated without limit.,Spring 2025,,,,[]
41859,Boston,Deep Learning,CS7150,"Bau, David","Introduces deep learning, including the statistical learning framework, empirical risk minimization, loss function selection, fully connected layers, convolutional layers, pooling layers, batch normalization, multilayer perceptrons, convolutional neural networks, autoencoders, U-nets, residual networks, gradient descent, stochastic gradient descent, backpropagation, autograd, visualization of neural network features, robustness and adversarial examples, interpretability, continual learning, and applications in computer vision and natural language processing. Assumes students already have a basic knowledge of machine learning, optimization, linear algebra, and statistics.",Spring 2025,1450,1630,Thursday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '6140'}, {'and_or': 'Or', 'subject': 'Data Science', 'course_number': '5220'}]"
40248,Boston,Seminar in Artificial Intelligence,CS7170,"ElSherif, May",Offers students an opportunity to read and present various survey and research papers in artificial intelligence. May be repeated up to five times for a maximum of 24 semester hours. Faculty supervisor and topics vary from semester to semester.,Spring 2025,1525,1705,"Tuesday, Friday","[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5100'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5100'}]"
41328,Boston,Seminar in Artificial Intelligence,CS7170,"Hand, Paul",Offers students an opportunity to read and present various survey and research papers in artificial intelligence. May be repeated up to five times for a maximum of 24 semester hours. Faculty supervisor and topics vary from semester to semester.,Spring 2025,1800,2120,Monday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5100'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5100'}]"
41860,Boston,Seminar in Artificial Intelligence,CS7170,"Jin, Wengong",Offers students an opportunity to read and present various survey and research papers in artificial intelligence. May be repeated up to five times for a maximum of 24 semester hours. Faculty supervisor and topics vary from semester to semester.,Spring 2025,1450,1630,Thursday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '5100'}, {'and_or': 'Or', 'subject': 'Computer Science', 'course_number': '5100'}]"
40655,"Seattle, WA",SpTp: Practical AI,CS7180,"Aguiar, Everaldo",Offers various topics on artificial intelligence. May be repeated up to two times.,Spring 2025,1700,2020,Thursday,[]
40657,"Seattle, WA",SpTp: Generative AI,CS7180,"Rad, Ryan",Offers various topics on artificial intelligence. May be repeated up to two times. Section information text: Livecast from Vancouver campus; hybrid section,Spring 2025,1515,1715,Tuesday,[]
40751,Online,"CS&amp;AI in Edu: Past,Prsnt,Futr",CS7180,"Miller, Mark",Offers various topics on artificial intelligence. May be repeated up to two times. Section information text: Section meets W 7pm-9pm ET/ 4pm-6pm PT; Eligible for Vancouver campus/programs,Spring 2025,1900,2100,Wednesday,[]
40761,"Vancouver, Canada",SpTp: Intro to Generative AI,CS7180,"Rad, Ryan",Offers various topics on artificial intelligence. May be repeated up to two times.,Spring 2025,1515,1715,Tuesday,[]
39810,Boston,Statistical Methods for Computer Science,CS7200,"Vitek, Olga","Introduces concepts in applied statistics. Covers frequentist and Bayesian characterization of uncertainty for continuous and categorical data, principles of experimental design, and methods of causal inference. Discusses the methodological foundations, as well as issues of practical implementation and use.",Spring 2025,0950,1130,"Tuesday, Friday",[]
40808,Online,Information Visualization: Theory and Applications,CS7250,"Padilla, Lace","Covers foundational as well as contemporary topics of interest in data visualization to enable the effective representation of data across disciplines, including examples drawn from computer science, physical sciences, biomedical sciences, humanities, and economics. Topics include data visualization theory and methodology, visualization design and evaluation, visual perception and cognition, interaction principles, and data encoding and representation techniques. Students who do not meet course restrictions may seek permission of instructor. Section information text: Open to Vancouver campus/programs",Spring 2025,,,,[]
38530,"No campus, no room needed",Co-op Work Experience Abroad,CS6965,"Bradley, Meghan",Provides eligible students with an opportunity for work experience abroad. May be repeated without limit.,Spring 2025,,,,[]
38531,"No campus, no room needed",Co-op Work Experience Abroad,CS6965,"Smith, Amy",Provides eligible students with an opportunity for work experience abroad. May be repeated without limit.,Spring 2025,,,,[]
39196,"No campus, no room needed",Co-op Work Experience Abroad,CS6965,"Smith, Amanda",Provides eligible students with an opportunity for work experience abroad. May be repeated without limit.,Spring 2025,,,,[]
37226,Boston,Topic: Understanding Users,CS6983,"DeVito, Michael Ann","Offers various topics in computer science. May be repeated once. Section information text: Introduces basic and advanced frameworks and methodological tools for understanding and accounting for the characteristics, needs, and attitudes of individual users and user groups. Covers how to better understand users from both a system design and sociotechnical system critique perspective via qualitative, interpretivist, and community-focused methods, as well as how to account for how users themselves understand and adapt to systems via approaches including mental models and folk theorization.",Spring 2025,1450,1630,Thursday,[]
37249,Boston,Topic: Animal-Comp Interaction,CS6983,"Kleinberger, Rebecca",Offers various topics in computer science. May be repeated once.,Spring 2025,1335,1515,"Tuesday, Friday",[]
41152,Boston,Information Visualization: Theory and Applications,CS7250,"Bertini, Enrico","Covers foundational as well as contemporary topics of interest in data visualization to enable the effective representation of data across disciplines, including examples drawn from computer science, physical sciences, biomedical sciences, humanities, and economics. Topics include data visualization theory and methodology, visualization design and evaluation, visual perception and cognition, interaction principles, and data encoding and representation techniques. Students who do not meet course restrictions may seek permission of instructor.",Spring 2025,1800,2120,Thursday,[]
